,Words,Emotions
10446,i kinda feel like i dont ever want to write again until i can make a character more beloved than harry potter because otherwise what is my story going to be to anyone,joy
10447,i still end up feeling a bit dazed from sheer sensory overload after spending an extended time in a very crowded area but today it wasnt too bad and the good company more than made up for it,surprise
10448,i sat there feeling frustrated that i didnt know about some of the different things ashton and isaac could have been involved in why werent the boys pro active about getting involved in more things and getting more awards,anger
10449,id like to be less afraid to say how i really feel less afraid to travel,fear
10450,i took the step to start this blog i feel as though i m burdened to be particularly tough,sadness
10451,i was feeling some irritation and anger feeling being insulted,anger
10452,i was feeling pretty wimpy in it,fear
10453,i feel his innocent and loving breath on my neck,joy
10454,im only and that most people havent exactly settled down yet but the other part of me feels like i missed my chance,sadness
10455,i will feel a bit of insecure,fear
10456,i feel like if this was a longer book i would have liked it more,love
10457,i don t feel like this month was a failure but rather a eye opener to help me to be more productive organized and free,joy
10458,i am on the verge of tears feeling depressed unhappy useless feeling like i have wasted my life see no future with happiness in it,sadness
10459,ive been feeling a bit guilty lately that i havent indulged my project lovin girl with creative things during our afternoons together,sadness
10460,i am sitting here feeling pretty miserable at the moment,sadness
10461,i cafeteria i sit sitting myself feels hurt scared,sadness
10462,im feeling quite adventurous and tried out those drinks that i just normally read through the pages of pocketbooks,joy
10463,i feel kind of ashamed when i write down things like sat on the couch and watched antm marathon,sadness
10464,im older and i adopt children if they are born gay which i do believe is a born thing feel free to discuss i shall respect that just like i will accept if they are born left handed or ginger,joy
10465,when i was ten i got shut in the school with a friend i had to jump out of a window and cross a beam metres high,fear
10466,i feel like its a lifestyle change i could genuinely live with without feeling deprived,sadness
10467,ive got a cough that is deep in my chest and overall i just feel terrible,sadness
10468,im kinda exhausted today and you might be feeling exhausted reading this post too,sadness
10469,i feel so privileged and yet so powerful,joy
10470,i feel like thats what vicious circle is,anger
10471,i perceive you feel now you and grieve together the dint of pity these are gracious drops,joy
